Nacionalidad,Aeropuerto,Entradas
Estonia,"Morelia, Mich.",10
Estonia,"Oaxaca, Oax.",11
Estonia,"Puebla, Pue.",2
Estonia,"Puerto Peñasco, Son.",1
Estonia,"Puerto Vallarta, Jal.",969
Estonia,"Querétaro, Qro.",35
Estonia,"Saltillo, Coah.",1
Estonia,"San Felipe, B.C.",27
Estonia,"San Luis Potosí, S.L.P.",20
Estonia,"Silao, Gto.",100
Estonia,"Tampico, Tamps.",29
Estonia,"Tapachula, Chis.",1
Estonia,"Tijuana, B.C.",11
Estonia,"Toluca, Edo. Mex.",21
Estonia,"Torreón, Coah.",4
Estonia,"Veracruz, Ver.",19
Estonia,"Villahermosa, Tab.",4
Estonia,"Zihuatanejo, Gro.",9
Etiopía,"Acapulco, Gro.",1
Etiopía,"Aguascalientes, Ags.",20
Etiopía,"Cancún, Q. Roo",2700
Etiopía,"Chihuahua, Chih.",3
Etiopía,Ciudad de México (AICM),2701
Etiopía,"Cozumel, Q. Roo",23
Etiopía,"Guadalajara, Jal.",112
Etiopía,"Hermosillo, Son.",6
Etiopía,"Loreto, B.C.S.",1
Etiopía,"Los Cabos, B.C.S.",336
Etiopía,"Manzanillo, Col.",2
Etiopía,"Mazatlán, Sin.",10
Etiopía,"Mérida, Yuc.",8
Etiopía,"Monterrey, N.L.",81
Etiopía,"Oaxaca, Oax.",6
Etiopía,"Puebla, Pue.",4
Etiopía,"Puerto Vallarta, Jal.",196
Etiopía,"Querétaro, Qro.",23
Etiopía,"Saltillo, Coah.",2
Etiopía,"San Luis Potosí, S.L.P.",1
Etiopía,"Silao, Gto.",17
Etiopía,"Tampico, Tamps.",2
Etiopía,"Tijuana, B.C.",9
Etiopía,"Toluca, Edo. Mex.",17
Etiopía,"Torreón, Coah.",3
Etiopía,"Veracruz, Ver.",6
Etiopía,"Villahermosa, Tab.",2
Etiopía,"Zacatecas, Zac.",3
Etiopía,"Zihuatanejo, Gro.",5
"Faroe, Islas","Cancún, Q. Roo",2
"Faroe, Islas",Ciudad de México (AICM),5
Filipinas,"Acapulco, Gro.",46
Filipinas,"Aguascalientes, Ags.",183
Filipinas,"Cabo San Lucas, B.C.S.",40
Filipinas,"Cancún, Q. Roo",48981
Filipinas,"Chetumal, Q. Roo",1
Filipinas,"Chihuahua, Chih.",152
Filipinas,Ciudad de México (AICM),59739
Filipinas,"Ciudad del Carmen, Camp.",345
Filipinas,"Ciudad Obregón, Son.",2
Filipinas,"Cozumel, Q. Roo",3205
Filipinas,"Culiacán, Sin.",3
Filipinas,"Del Norte, N.L.",3
Filipinas,"Durango, Dgo.",20
Filipinas,"Guadalajara, Jal.",3811
Filipinas,"Guaymas, Son.",17
Filipinas,"Hermosillo, Son.",302
Filipinas,"Huatulco, Oax.",134
Filipinas,"La Paz, B.C.S.",11
Filipinas,"Loreto, B.C.S.",73
Filipinas,"Los Cabos, B.C.S.",10615
Filipinas,"Los Mochis, Sin.",2
Filipinas,"Manzanillo, Col.",239
Filipinas,"Matamoros, Tamps.",191
Filipinas,"Mazatlán, Sin.",533
Filipinas,"Mérida, Yuc.",290
Filipinas,"Mexicali, B. C.",10
Filipinas,"Monterrey, N.L.",1777
Filipinas,"Morelia, Mich.",79
Filipinas,"Oaxaca, Oax.",77
Filipinas,"Piedras Negras, Coah.",47
Filipinas,"Puebla, Pue.",40
Filipinas,"Puerto Vallarta, Jal.",7858
Filipinas,"Querétaro, Qro.",410
Filipinas,"Saltillo, Coah.",16
Filipinas,"San Felipe, B.C.",1
Filipinas,"San Luis Potosí, S.L.P.",209
Filipinas,"Silao, Gto.",651
Filipinas,"Tampico, Tamps.",967
Filipinas,"Tapachula, Chis.",5
Filipinas,"Tijuana, B.C.",326
Filipinas,"Toluca, Edo. Mex.",47
Filipinas,"Torreón, Coah.",54
Filipinas,"Tuxtla Gutiérrez, Chis.",1
Filipinas,"Veracruz, Ver.",707
Filipinas,"Villahermosa, Tab.",123
Filipinas,"Zacatecas, Zac.",13
Filipinas,"Zihuatanejo, Gro.",258
Finlandia,"Acapulco, Gro.",24
Finlandia,"Aguascalientes, Ags.",86
Finlandia,"Cabo San Lucas, B.C.S.",44
Finlandia,"Cancún, Q. Roo",69003
Finlandia,"Chetumal, Q. Roo",1
Finlandia,"Chihuahua, Chih.",182
Finlandia,Ciudad de México (AICM),32910
Finlandia,"Ciudad del Carmen, Camp.",48
Finlandia,"Ciudad Juárez, Chih.",1
Finlandia,"Cozumel, Q. Roo",440
Finlandia,"Culiacán, Sin.",1
Finlandia,"Del Norte, N.L.",4
Finlandia,"Durango, Dgo.",5
Finlandia,"Guadalajara, Jal.",1336
Finlandia,"Guaymas, Son.",1
Finlandia,"Hermosillo, Son.",110
Finlandia,"Huatulco, Oax.",21
Finlandia,"La Paz, B.C.S.",6
Finlandia,"Loreto, B.C.S.",22
Finlandia,"Los Cabos, B.C.S.",1857
Finlandia,"Manzanillo, Col.",27
Finlandia,"Mazatlán, Sin.",108
Finlandia,"Mérida, Yuc.",164
Finlandia,"Monterrey, N.L.",1595
Finlandia,"Morelia, Mich.",20
Finlandia,"Oaxaca, Oax.",35
Finlandia,"Piedras Negras, Coah.",1
Finlandia,"Puebla, Pue.",15
Finlandia,"Puerto Vallarta, Jal.",9381
Finlandia,"Querétaro, Qro.",282
Finlandia,"Saltillo, Coah.",2
Finlandia,"San Luis Potosí, S.L.P.",369
Finlandia,"Silao, Gto.",549
Finlandia,"Tampico, Tamps.",24
Finlandia,"Tapachula, Chis.",4
Finlandia,"Tijuana, B.C.",14
Finlandia,"Toluca, Edo. Mex.",49
Finlandia,"Torreón, Coah.",376
Finlandia,"Tuxtla Gutiérrez, Chis.",2
Finlandia,"Veracruz, Ver.",45
Finlandia,"Villahermosa, Tab.",44
Finlandia,"Zacatecas, Zac.",16
Finlandia,"Zihuatanejo, Gro.",49
"Fiyi, Islas","Acapulco, Gro.",1
"Fiyi, Islas","Aguascalientes, Ags.",2
"Fiyi, Islas","Cabo San Lucas, B.C.S.",1
"Fiyi, Islas","Cancún, Q. Roo",771
"Fiyi, Islas",Ciudad de México (AICM),369
"Fiyi, Islas","Cozumel, Q. Roo",8
"Fiyi, Islas","Durango, Dgo.",1
"Fiyi, Islas","Guadalajara, Jal.",97
"Fiyi, Islas","Huatulco, Oax.",5
"Fiyi, Islas","La Paz, B.C.S.",2
"Fiyi, Islas","Loreto, B.C.S.",1
"Fiyi, Islas","Los Cabos, B.C.S.",412
"Fiyi, Islas","Manzanillo, Col.",1
"Fiyi, Islas","Mazatlán, Sin.",26
"Fiyi, Islas","Mérida, Yuc.",4
"Fiyi, Islas","Monterrey, N.L.",24
"Fiyi, Islas","Morelia, Mich.",1
"Fiyi, Islas","Puerto Vallarta, Jal.",346
"Fiyi, Islas","Querétaro, Qro.",6
"Fiyi, Islas","San Luis Potosí, S.L.P.",1
"Fiyi, Islas","Silao, Gto.",3
"Fiyi, Islas","Tijuana, B.C.",1
"Fiyi, Islas","Zihuatanejo, Gro.",4
Francia,"Acapulco, Gro.",298
Francia,"Aguascalientes, Ags.",999
Francia,"Cabo San Lucas, B.C.S.",122
Francia,"Campeche, Camp.",54
Francia,"Cancún, Q. Roo",1194164
Francia,"Chetumal, Q. Roo",77
Francia,"Chihuahua, Chih.",2272
Francia,Ciudad de México (AICM),1138498
Francia,"Ciudad del Carmen, Camp.",169
Francia,"Ciudad Juárez, Chih.",14
Francia,"Ciudad Obregón, Son.",13
Francia,"Ciudad Victoria, Tamps.",1
Francia,"Cozumel, Q. Roo",2980
Francia,"Cuernavaca, Mor.",19
Francia,"Culiacán, Sin.",22
Francia,"Del Norte, N.L.",61
Francia,"Durango, Dgo.",52
Francia,"Ensenada, B.C.",24
Francia,"Felipe Ángeles (AIFA), Edo. Mex.",30
Francia,"Guadalajara, Jal.",21353
Francia,"Guaymas, Son.",9
Francia,"Hermosillo, Son.",897
Francia,"Huatulco, Oax.",285
Francia,"La Paz, B.C.S.",117
Francia,"Loreto, B.C.S.",408
Francia,"Los Cabos, B.C.S.",20295
Francia,"Los Mochis, Sin.",2
Francia,"Manzanillo, Col.",408
Francia,"Matamoros, Tamps.",10
Francia,"Mazatlán, Sin.",420
Francia,"Mérida, Yuc.",2676
Francia,"Mexicali, B. C.",40
Francia,"Monclova, Coah.",6
Francia,"Monterrey, N.L.",15426
Francia,"Morelia, Mich.",258
Francia,"Oaxaca, Oax.",536
Francia,"Piedras Negras, Coah.",4
Francia,"Puebla, Pue.",826
Francia,"Puerto Peñasco, Son.",1
Francia,"Puerto Vallarta, Jal.",14286
Francia,"Querétaro, Qro.",6388
Francia,"Reynosa, Tamps.",4
Francia,"Saltillo, Coah.",142
Francia,"San Felipe, B.C.",20
Francia,"San Luis Potosí, S.L.P.",3029
Francia,"Silao, Gto.",4332
Francia,"Tampico, Tamps.",288
Francia,"Tapachula, Chis.",202
Francia,"Tijuana, B.C.",408
Francia,"Toluca, Edo. Mex.",986
Francia,"Torreón, Coah.",656
Francia,"Tuxtla Gutiérrez, Chis.",52
Francia,"Uruapan, Mich.",8
Francia,"Veracruz, Ver.",738
Francia,"Villahermosa, Tab.",596
Francia,"Zacatecas, Zac.",51
Francia,"Zihuatanejo, Gro.",2793
Gabón,"Cabo San Lucas, B.C.S.",3
Gabón,"Cancún, Q. Roo",267
Gabón,Ciudad de México (AICM),289
Gabón,"Ciudad del Carmen, Camp.",2
Gabón,"Cozumel, Q. Roo",4
Gabón,"Guadalajara, Jal.",5
Gabón,"Los Cabos, B.C.S.",37
Gabón,"Mérida, Yuc.",1
Gabón,"Monterrey, N.L.",8
Gabón,"Puebla, Pue.",1
Gabón,"Puerto Vallarta, Jal.",11
Gabón,"Silao, Gto.",1
Gabón,"Tijuana, B.C.",3
Gabón,"Veracruz, Ver.",1
Gambia,"Aguascalientes, Ags.",1
Gambia,"Cancún, Q. Roo",242
Gambia,Ciudad de México (AICM),134
Gambia,"Cozumel, Q. Roo",6
Gambia,"Guadalajara, Jal.",9
Gambia,"Loreto, B.C.S.",1
Gambia,"Los Cabos, B.C.S.",54
Gambia,"Mérida, Yuc.",1
Gambia,"Monterrey, N.L.",12
Gambia,"Oaxaca, Oax.",1
Gambia,"Puebla, Pue.",2
Gambia,"Puerto Vallarta, Jal.",26
Gambia,"Querétaro, Qro.",10
Gambia,"San Luis Potosí, S.L.P.",3
Gambia,"Silao, Gto.",5
Gambia,"Tapachula, Chis.",1
Gambia,"Tuxtla Gutiérrez, Chis.",2
Georgia,"Acapulco, Gro.",6
Georgia,"Aguascalientes, Ags.",1
Georgia,"Cabo San Lucas, B.C.S.",4
Georgia,"Cancún, Q. Roo",7840
Georgia,"Chihuahua, Chih.",2
Georgia,Ciudad de México (AICM),3632
Georgia,"Ciudad del Carmen, Camp.",1
Georgia,"Cozumel, Q. Roo",22
Georgia,"Guadalajara, Jal.",93
Georgia,"Huatulco, Oax.",6
Georgia,"Loreto, B.C.S.",1
Georgia,"Los Cabos, B.C.S.",270
Georgia,"Manzanillo, Col.",3
Georgia,"Mazatlán, Sin.",4
Georgia,"Mérida, Yuc.",14
Georgia,"Monterrey, N.L.",34
Georgia,"Oaxaca, Oax.",4
Georgia,"Puerto Vallarta, Jal.",127
Georgia,"Querétaro, Qro.",5
Georgia,"San Luis Potosí, S.L.P.",9
Georgia,"Silao, Gto.",4
Georgia,"Tampico, Tamps.",13
Georgia,"Tapachula, Chis.",2
Georgia,"Tijuana, B.C.",2
Georgia,"Toluca, Edo. Mex.",2
Georgia,"Veracruz, Ver.",7
Georgia,"Villahermosa, Tab.",13
Georgia,"Zihuatanejo, Gro.",3
Ghana,"Acapulco, Gro.",1
Ghana,"Aguascalientes, Ags.",16
Ghana,"Cancún, Q. Roo",3073
Ghana,"Chihuahua, Chih.",20
Ghana,Ciudad de México (AICM),2469
Ghana,"Ciudad del Carmen, Camp.",2
Ghana,"Cozumel, Q. Roo",38
Ghana,"Guadalajara, Jal.",110
Ghana,"Hermosillo, Son.",9
Ghana,"Loreto, B.C.S.",1
Ghana,"Los Cabos, B.C.S.",398
Ghana,"Manzanillo, Col.",1
Ghana,"Mazatlán, Sin.",8
Ghana,"Mérida, Yuc.",9
Ghana,"Monterrey, N.L.",198
Ghana,"Morelia, Mich.",11
Ghana,"Oaxaca, Oax.",19
Ghana,"Puebla, Pue.",6
Ghana,"Puerto Vallarta, Jal.",236
Ghana,"Querétaro, Qro.",62
Ghana,"Saltillo, Coah.",2
Ghana,"San Felipe, B.C.",20
Ghana,"San Luis Potosí, S.L.P.",47
Ghana,"Silao, Gto.",65
Ghana,"Tampico, Tamps.",22
Ghana,"Tijuana, B.C.",6
Ghana,"Toluca, Edo. Mex.",2
Ghana,"Torreón, Coah.",4
Ghana,"Veracruz, Ver.",29
Ghana,"Villahermosa, Tab.",3
Ghana,"Zihuatanejo, Gro.",3
Gibraltar,"Cancún, Q. Roo",3
Gibraltar,Ciudad de México (AICM),6
Granada,"Aguascalientes, Ags.",15
Granada,"Cabo San Lucas, B.C.S.",1
Granada,"Cancún, Q. Roo",1014
Granada,Ciudad de México (AICM),610
Granada,"Cozumel, Q. Roo",47
Granada,"Guadalajara, Jal.",60
Granada,"Los Cabos, B.C.S.",96
Granada,"Manzanillo, Col.",1
Granada,"Mazatlán, Sin.",5
Granada,"Mérida, Yuc.",24
Granada,"Monterrey, N.L.",15
Granada,"Oaxaca, Oax.",1
Granada,"Puebla, Pue.",1
Granada,"Puerto Vallarta, Jal.",57
Granada,"Querétaro, Qro.",7
Granada,"San Luis Potosí, S.L.P.",1
Granada,"Silao, Gto.",5
Granada,"Tapachula, Chis.",1
Granada,"Toluca, Edo. Mex.",5
Granada,"Torreón, Coah.",1
Granada,"Veracruz, Ver.",3
Granada,"Villahermosa, Tab.",2
Grecia,"Acapulco, Gro.",18
Grecia,"Aguascalientes, Ags.",31
Grecia,"Cabo San Lucas, B.C.S.",5
Grecia,"Cancún, Q. Roo",18371
Grecia,"Chetumal, Q. Roo",3
Grecia,"Chihuahua, Chih.",21
Grecia,Ciudad de México (AICM),27292
Grecia,"Ciudad del Carmen, Camp.",8
Grecia,"Cozumel, Q. Roo",200
Grecia,"Culiacán, Sin.",3
Grecia,"Del Norte, N.L.",2
Grecia,"Durango, Dgo.",2
Grecia,"Ensenada, B.C.",3
Grecia,"Felipe Ángeles (AIFA), Edo. Mex.",13
Grecia,"Guadalajara, Jal.",515
Grecia,"Hermosillo, Son.",36
Grecia,"Huatulco, Oax.",13
Grecia,"Loreto, B.C.S.",10
Grecia,"Los Cabos, B.C.S.",968
Grecia,"Manzanillo, Col.",27
Grecia,"Mazatlán, Sin.",33
Grecia,"Mérida, Yuc.",113
Grecia,"Mexicali, B. C.",1
Grecia,"Monterrey, N.L.",508
Grecia,"Morelia, Mich.",33
Grecia,"Oaxaca, Oax.",29
Grecia,"Puebla, Pue.",16
Grecia,"Puerto Vallarta, Jal.",715
Grecia,"Querétaro, Qro.",128
Grecia,"Saltillo, Coah.",13
Grecia,"San Felipe, B.C.",2
Grecia,"San Luis Potosí, S.L.P.",140
Grecia,"Silao, Gto.",126
Grecia,"Tampico, Tamps.",126
Grecia,"Tapachula, Chis.",5
Grecia,"Tijuana, B.C.",8
Grecia,"Toluca, Edo. Mex.",61
Grecia,"Torreón, Coah.",11
Grecia,"Tuxtla Gutiérrez, Chis.",1
Grecia,"Veracruz, Ver.",137
Grecia,"Villahermosa, Tab.",17
Grecia,"Zacatecas, Zac.",9
Grecia,"Zihuatanejo, Gro.",29
Groenlandia,"Cancún, Q. Roo",2
Groenlandia,Ciudad de México (AICM),5
Groenlandia,"Mazatlán, Sin.",1
Guadalupe (Francia),"Cancún, Q. Roo",3
Guadalupe (Francia),Ciudad de México (AICM),4
"Guam, Islas","Cancún, Q. Roo",3
"Guam, Islas",Ciudad de México (AICM),9
"Guam, Islas","Guaymas, Son.",1
"Guam, Islas","Los Cabos, B.C.S.",1
"Guam, Islas","Puerto Vallarta, Jal.",1
Guatemala,"Acapulco, Gro.",131
Guatemala,"Aguascalientes, Ags.",213
Guatemala,"Cabo San Lucas, B.C.S.",25
Guatemala,"Campeche, Camp.",7
Guatemala,"Cancún, Q. Roo",118863
Guatemala,"Chichen-Itzá, Yuc.",6
Guatemala,"Chihuahua, Chih.",138
Guatemala,Ciudad de México (AICM),900313
Guatemala,"Ciudad del Carmen, Camp.",54
Guatemala,"Ciudad Juárez, Chih.",5
Guatemala,"Ciudad Obregón, Son.",2
Guatemala,"Ciudad Victoria, Tamps.",8
Guatemala,"Cozumel, Q. Roo",3749
Guatemala,"Culiacán, Sin.",23
Guatemala,"Del Norte, N.L.",44
Guatemala,"Durango, Dgo.",64
Guatemala,"Ensenada, B.C.",31
Guatemala,"Felipe Ángeles (AIFA), Edo. Mex.",3
Guatemala,"Guadalajara, Jal.",40501
Guatemala,"Guaymas, Son.",34
Guatemala,"Hermosillo, Son.",446
Guatemala,"Huatulco, Oax.",31
Guatemala,"La Paz, B.C.S.",3
Guatemala,"Loreto, B.C.S.",36
Guatemala,"Los Cabos, B.C.S.",2973
Guatemala,"Manzanillo, Col.",61
Guatemala,"Matamoros, Tamps.",21
Guatemala,"Mazatlán, Sin.",239
Guatemala,"Mérida, Yuc.",1265
Guatemala,"Mexicali, B. C.",40
Guatemala,"Minatitlán, Ver.",1
Guatemala,"Monclova, Coah.",9
Guatemala,"Monterrey, N.L.",3652
Guatemala,"Morelia, Mich.",487
Guatemala,"Nogales, Son.",2
Guatemala,"Nuevo Laredo, Tamps.",3
Guatemala,"Oaxaca, Oax.",489
Guatemala,"Piedras Negras, Coah.",29
Guatemala,"Puebla, Pue.",161
Guatemala,"Puerto Escondido, Oax.",15
Guatemala,"Puerto Peñasco, Son.",3
Guatemala,"Puerto Vallarta, Jal.",2221
Guatemala,"Querétaro, Qro.",835
Guatemala,"Reynosa, Tamps.",1
Guatemala,"Saltillo, Coah.",12
Guatemala,"San Felipe, B.C.",5
Guatemala,"San Luis Potosí, S.L.P.",264
Guatemala,"Silao, Gto.",1205
Guatemala,"Tampico, Tamps.",289
Guatemala,"Tapachula, Chis.",8438
Guatemala,"Tijuana, B.C.",3228
Guatemala,"Toluca, Edo. Mex.",378
Guatemala,"Torreón, Coah.",96
Guatemala,"Tuxtla Gutiérrez, Chis.",546
Guatemala,"Uruapan, Mich.",30
Guatemala,"Veracruz, Ver.",288
Guatemala,"Villahermosa, Tab.",102
Guatemala,"Zacatecas, Zac.",139
Guatemala,"Zihuatanejo, Gro.",104
Guayana Francesa,"Cancún, Q. Roo",6
Guayana Francesa,Ciudad de México (AICM),4
Guayana Francesa,"Los Cabos, B.C.S.",1
Guayana Francesa,"Monterrey, N.L.",1
Guinea,"Cancún, Q. Roo",576
Guinea,Ciudad de México (AICM),3738
Guinea,"Cozumel, Q. Roo",4
Guinea,"Guadalajara, Jal.",8
Guinea,"Hermosillo, Son.",5
Guinea,"Los Cabos, B.C.S.",31
Guinea,"Mazatlán, Sin.",1
Guinea,"Mérida, Yuc.",13
Guinea,"Monterrey, N.L.",23
Guinea,"Puerto Vallarta, Jal.",18
Guinea,"Querétaro, Qro.",4
Guinea,"Saltillo, Coah.",1
Guinea,"Silao, Gto.",2
Guinea,"Tijuana, B.C.",1
Guinea,"Toluca, Edo. Mex.",4
Guinea,"Veracruz, Ver.",1
Guinea Bissau,"Cancún, Q. Roo",46
Guinea Bissau,Ciudad de México (AICM),263
Guinea Bissau,"Los Cabos, B.C.S.",2
Guinea Bissau,"Mérida, Yuc.",2
Guinea Bissau,"Tijuana, B.C.",1
Guinea Bissau,"Zihuatanejo, Gro.",1
Guinea Ecuatorial,"Cancún, Q. Roo",150
Guinea Ecuatorial,Ciudad de México (AICM),270
Guinea Ecuatorial,"Ciudad del Carmen, Camp.",3
Guinea Ecuatorial,"Guadalajara, Jal.",11
Guinea Ecuatorial,"Los Cabos, B.C.S.",6
Guinea Ecuatorial,"Monterrey, N.L.",20
Guinea Ecuatorial,"Oaxaca, Oax.",1
Guinea Ecuatorial,"Puerto Vallarta, Jal.",4
Guinea Ecuatorial,"Querétaro, Qro.",1
Guinea Ecuatorial,"Villahermosa, Tab.",1
Guyana,"Acapulco, Gro.",4
Guyana,"Aguascalientes, Ags.",11
Guyana,"Cabo San Lucas, B.C.S.",1
Guyana,"Cancún, Q. Roo",5472
Guyana,"Chetumal, Q. Roo",3
Guyana,"Chihuahua, Chih.",6
Guyana,Ciudad de México (AICM),1621
Guyana,"Ciudad del Carmen, Camp.",1
Guyana,"Cozumel, Q. Roo",99
Guyana,"Guadalajara, Jal.",85
Guyana,"Hermosillo, Son.",1
Guyana,"Huatulco, Oax.",3
Guyana,"Loreto, B.C.S.",2
Guyana,"Los Cabos, B.C.S.",308
Guyana,"Manzanillo, Col.",1
Guyana,"Mazatlán, Sin.",11
Guyana,"Mérida, Yuc.",31
Guyana,"Mexicali, B. C.",1
Guyana,"Monterrey, N.L.",81
Guyana,"Oaxaca, Oax.",3
Guyana,"Puebla, Pue.",3
Guyana,"Puerto Vallarta, Jal.",192
Guyana,"Querétaro, Qro.",14
Guyana,"Saltillo, Coah.",3
Guyana,"San Luis Potosí, S.L.P.",5
Guyana,"Silao, Gto.",18
Guyana,"Tampico, Tamps.",4
Guyana,"Tapachula, Chis.",1
Guyana,"Tijuana, B.C.",1
Guyana,"Toluca, Edo. Mex.",1
Guyana,"Torreón, Coah.",2
Guyana,"Veracruz, Ver.",22
Guyana,"Villahermosa, Tab.",2
Guyana,"Zihuatanejo, Gro.",5
Haití,"Acapulco, Gro.",10
Haití,"Aguascalientes, Ags.",40
Haití,"Cancún, Q. Roo",13099
Haití,"Chihuahua, Chih.",20
Haití,Ciudad de México (AICM),28851
Haití,"Cozumel, Q. Roo",196
Haití,"Durango, Dgo.",3
Haití,"Felipe Ángeles (AIFA), Edo. Mex.",790
Haití,"Guadalajara, Jal.",955
Haití,"Hermosillo, Son.",9
Haití,"Huatulco, Oax.",8
Haití,"La Paz, B.C.S.",1
Haití,"Loreto, B.C.S.",1
Haití,"Los Cabos, B.C.S.",586
Haití,"Manzanillo, Col.",5
Haití,"Mazatlán, Sin.",14
Haití,"Mérida, Yuc.",146
Haití,"Monterrey, N.L.",628
Haití,"Morelia, Mich.",23
Haití,"Oaxaca, Oax.",18
Haití,"Puebla, Pue.",54
Haití,"Puerto Vallarta, Jal.",324
Haití,"Querétaro, Qro.",34
Haití,"San Luis Potosí, S.L.P.",16
Haití,"Silao, Gto.",70
Haití,"Tampico, Tamps.",14
Haití,"Tijuana, B.C.",1
Haití,"Toluca, Edo. Mex.",109
Haití,"Torreón, Coah.",15
Haití,"Tuxtla Gutiérrez, Chis.",2
Haití,"Veracruz, Ver.",12
Haití,"Villahermosa, Tab.",18
Haití,"Zacatecas, Zac.",4
Haití,"Zihuatanejo, Gro.",8
Honduras,"Acapulco, Gro.",91
Honduras,"Aguascalientes, Ags.",335
Honduras,"Cabo San Lucas, B.C.S.",2
Honduras,"Campeche, Camp.",35
Honduras,"Cancún, Q. Roo",32153
Honduras,"Chetumal, Q. Roo",2
Honduras,"Chihuahua, Chih.",213
Honduras,Ciudad de México (AICM),219193
Honduras,"Ciudad del Carmen, Camp.",82
Honduras,"Ciudad Juárez, Chih.",6
Honduras,"Ciudad Obregón, Son.",1
Honduras,"Ciudad Victoria, Tamps.",2
Honduras,"Cozumel, Q. Roo",905
Honduras,"Cuernavaca, Mor.",116
Honduras,"Culiacán, Sin.",7
Honduras,"Del Norte, N.L.",65
Honduras,"Durango, Dgo.",51
Honduras,"Ensenada, B.C.",1
Honduras,"Guadalajara, Jal.",6929
Honduras,"Guaymas, Son.",2
Honduras,"Hermosillo, Son.",97
Honduras,"Huatulco, Oax.",20
Honduras,"La Paz, B.C.S.",4
Honduras,"Loreto, B.C.S.",13
Honduras,"Los Cabos, B.C.S.",1628
Honduras,"Manzanillo, Col.",32
Honduras,"Matamoros, Tamps.",3
Honduras,"Mazatlán, Sin.",134
Honduras,"Mérida, Yuc.",797
Honduras,"Monclova, Coah.",12
Honduras,"Monterrey, N.L.",6460
Honduras,"Morelia, Mich.",218
Honduras,"Nuevo Laredo, Tamps.",1
Honduras,"Oaxaca, Oax.",137
Honduras,"Puebla, Pue.",198
Honduras,"Puerto Escondido, Oax.",1
Honduras,"Puerto Peñasco, Son.",5
Honduras,"Puerto Vallarta, Jal.",1259
Honduras,"Querétaro, Qro.",826
Honduras,"Saltillo, Coah.",36
Honduras,"San Luis Potosí, S.L.P.",223
Honduras,"Silao, Gto.",869
Honduras,"Tampico, Tamps.",165
Honduras,"Tapachula, Chis.",669
Honduras,"Tijuana, B.C.",140
Honduras,"Toluca, Edo. Mex.",234
Honduras,"Torreón, Coah.",285
Honduras,"Tuxtla Gutiérrez, Chis.",46
Honduras,"Uruapan, Mich.",10
Honduras,"Veracruz, Ver.",318
Honduras,"Villahermosa, Tab.",96
Honduras,"Zacatecas, Zac.",37
Honduras,"Zihuatanejo, Gro.",40
Hong Kong (China),"Acapulco, Gro.",3
Hong Kong (China),"Aguascalientes, Ags.",6
Hong Kong (China),"Cabo San Lucas, B.C.S.",1
Hong Kong (China),"Cancún, Q. Roo",11662
Hong Kong (China),"Chihuahua, Chih.",8
Hong Kong (China),Ciudad de México (AICM),12127
Hong Kong (China),"Ciudad Juárez, Chih.",1
Hong Kong (China),"Cozumel, Q. Roo",22
Hong Kong (China),"Durango, Dgo.",1
Hong Kong (China),"Ensenada, B.C.",1
Hong Kong (China),"Guadalajara, Jal.",382
Hong Kong (China),"Hermosillo, Son.",3
Hong Kong (China),"Huatulco, Oax.",4
Hong Kong (China),"La Paz, B.C.S.",2
Hong Kong (China),"Los Cabos, B.C.S.",792
Hong Kong (China),"Matamoros, Tamps.",1
Hong Kong (China),"Mazatlán, Sin.",29
Hong Kong (China),"Mérida, Yuc.",24
Hong Kong (China),"Monterrey, N.L.",85
Hong Kong (China),"Morelia, Mich.",1
Hong Kong (China),"Oaxaca, Oax.",2
Hong Kong (China),"Puerto Vallarta, Jal.",512
Hong Kong (China),"Querétaro, Qro.",8
Hong Kong (China),"Saltillo, Coah.",3
Hong Kong (China),"San Luis Potosí, S.L.P.",22
Hong Kong (China),"Silao, Gto.",18
Hong Kong (China),"Tijuana, B.C.",480
Hong Kong (China),"Toluca, Edo. Mex.",2
Hong Kong (China),"Veracruz, Ver.",4
Hong Kong (China),"Zacatecas, Zac.",113
Hong Kong (China),"Zihuatanejo, Gro.",7
Hungría,"Acapulco, Gro.",26
Hungría,"Aguascalientes, Ags.",83
Hungría,"Cabo San Lucas, B.C.S.",13
Hungría,"Cancún, Q. Roo",52290
Hungría,"Chetumal, Q. Roo",2
Hungría,"Chihuahua, Chih.",237
Hungría,Ciudad de México (AICM),34904
Hungría,"Ciudad del Carmen, Camp.",3
Hungría,"Ciudad Victoria, Tamps.",2
Hungría,"Cozumel, Q. Roo",331
Hungría,"Culiacán, Sin.",2
Hungría,"Del Norte, N.L.",2
Hungría,"Ensenada, B.C.",1
Hungría,"Felipe Ángeles (AIFA), Edo. Mex.",2
Hungría,"Guadalajara, Jal.",1571
Hungría,"Hermosillo, Son.",30
Hungría,"Huatulco, Oax.",21
Hungría,"La Paz, B.C.S.",2
Hungría,"Loreto, B.C.S.",10
Hungría,"Los Cabos, B.C.S.",1532
Hungría,"Manzanillo, Col.",27
Hungría,"Mazatlán, Sin.",68
Hungría,"Mérida, Yuc.",101
Hungría,"Monterrey, N.L.",1361
Hungría,"Morelia, Mich.",25
Hungría,"Oaxaca, Oax.",25
Hungría,"Puebla, Pue.",67
Hungría,"Puerto Peñasco, Son.",1
Hungría,"Puerto Vallarta, Jal.",1575
Hungría,"Querétaro, Qro.",386
Hungría,"Saltillo, Coah.",8
